start_ticks,channel,end_beats,end_s,end_ticks,key_signature,length_beats,length_s,length_ticks,note,start_beats,start_s,time_signature,track,velocity
22528,0,88.24609375,38.11985922265625,22591,D,88.24609375,0.10398322265625382,63,53,88.0,38.015876,4 4,Piano,49
22528,1,88.4921875,38.2238424453125,22654,D,88.4921875,0.20796644531250053,126,23,88.0,38.015876,4 4,Piano,33
22656,0,88.74609375,38.33112672265625,22719,D,88.74609375,0.10398322265625382,63,49,88.5,38.2271435,4 4,Piano,31
22784,0,89.4921875,38.6463774453125,22910,D,89.4921875,0.20796644531250053,126,53,89.0,38.438411,4 4,Piano,38
22784,1,89.4921875,38.6463774453125,22910,D,89.4921875,0.20796644531250053,126,30,89.0,38.438411,4 4,Piano,42
23040,0,90.24609375,38.96492922265625,23103,D,90.24609375,0.10398322265625382,63,52,90.0,38.860946,4 4,Piano,50
23040,1,90.4921875,39.0689124453125,23166,D,90.4921875,0.20796644531250053,126,23,90.0,38.860946,4 4,Piano,27
23168,0,90.74609375,39.17619672265625,23231,D,90.74609375,0.10398322265624671,63,48,90.5,39.072213500000004,4 4,Piano,30
23296,0,91.4921875,39.4914474453125,23422,D,91.4921875,0.20796644531250053,126,52,91.0,39.283481,4 4,Piano,36
23296,1,91.4921875,39.4914474453125,23422,D,91.4921875,0.20796644531250053,126,30,91.0,39.283481,4 4,Piano,42
23552,0,92.24609375,39.80999922265625,23615,D,92.24609375,0.10398322265624671,63,47,92.0,39.706016000000005,4 4,Piano,31
23552,1,92.4921875,39.9139824453125,23678,D,92.4921875,0.20796644531249342,126,23,92.0,39.706016000000005,4 4,Piano,30
23680,0,92.74609375,40.02126672265625,23743,D,92.74609375,0.10398322265624671,63,49,92.5,39.9172835,4 4,Piano,37
23808,0,93.24609375,40.23253422265625,23871,D,93.24609375,0.10398322265624671,63,50,93.0,40.128551,4 4,Piano,41
23808,1,93.4921875,40.3365174453125,23934,D,93.4921875,0.20796644531250053,126,35,93.0,40.128551,4 4,Piano,43
23936,0,93.74609375,40.44380172265625,23999,D,93.74609375,0.10398322265624671,63,52,93.5,40.3398185,4 4,Piano,35
24064,0,94.24609375,40.65506922265625,24127,D,94.24609375,0.10398322265625382,63,54,94.0,40.551086,4 4,Piano,41
24064,1,94.4921875,40.7590524453125,24190,D,94.4921875,0.20796644531250053,126,33,94.0,40.551086,4 4,Piano,32
24192,0,94.74609375,40.86633672265625,24255,D,94.74609375,0.10398322265624671,63,50,94.5,40.7623535,4 4,Piano,31
24320,0,95.24609375,41.07760422265625,24383,D,95.24609375,0.10398322265624671,63,54,95.0,40.973621,4 4,Piano,42
24320,1,95.4921875,41.1815874453125,24446,D,95.4921875,0.20796644531250053,126,31,95.0,40.973621,4 4,Piano,30
24448,0,95.74609375,41.28887172265625,24511,D,95.74609375,0.10398322265625382,63,59,95.5,41.1848885,4 4,Piano,38
24576,0,96.24609375,41.50013922265625,24639,D,96.24609375,0.10398322265624671,63,54,96.0,41.396156000000005,4 4,Piano,33
24576,1,96.4921875,41.6041224453125,24702,D,96.4921875,0.20796644531249342,126,30,96.0,41.396156000000005,4 4,Piano,37
24704,0,96.74609375,41.71140672265625,24767,D,96.74609375,0.10398322265624671,63,50,96.5,41.6074235,4 4,Piano,31
24832,0,97.24609375,41.922674222656255,24895,D,97.24609375,0.10398322265625382,63,54,97.0,41.818691,4 4,Piano,40
24832,1,97.4921875,42.0266574453125,24958,D,97.4921875,0.20796644531250053,126,28,97.0,41.818691,4 4,Piano,32
24960,0,97.74609375,42.13394172265625,25023,D,97.74609375,0.10398322265625382,63,59,97.5,42.0299585,4 4,Piano,39
25088,0,99.8046875,43.0037696328125,25550,D,99.8046875,0.7625436328125019,462,47,98.0,42.241226,4 4,Piano,37
25088,1,98.4921875,42.449192445312505,25214,D,98.4921875,0.20796644531250763,126,26,98.0,42.241226,4 4,Piano,33
25344,1,99.4921875,42.8717274453125,25470,D,99.4921875,0.20796644531250053,126,25,99.0,42.663761,4 4,Piano,34
25600,0,100.24609375,43.19027922265625,25663,D,100.24609375,0.10398322265624671,63,59,100.0,43.086296000000004,4 4,Piano,62
25600,1,100.4921875,43.2942624453125,25726,D,100.4921875,0.20796644531249342,126,23,100.0,43.086296000000004,4 4,Piano,48
25728,0,100.74609375,43.40154672265625,25791,D,100.74609375,0.10398322265624671,63,61,100.5,43.2975635,4 4,Piano,53
25856,0,101.24609375,43.612814222656255,25919,D,101.24609375,0.10398322265625382,63,62,101.0,43.508831,4 4,Piano,56
25856,1,101.2265625,43.6045615859375,25914,D,101.2265625,0.09573058593750261,58,50,101.0,43.508831,4 4,Piano,64
25920,1,101.4765625,43.7101953359375,25978,D,101.4765625,0.0957305859374955,58,41,101.25,43.61446475,4 4,Piano,38
25984,0,101.74609375,43.82408172265625,26047,D,101.74609375,0.10398322265625382,63,64,101.5,43.7200985,4 4,Piano,49
25984,1,101.74609375,43.82408172265625,26047,D,101.74609375,0.10398322265625382,63,42,101.5,43.7200985,4 4,Piano,47
26112,0,102.24609375,44.03534922265625,26175,D,102.24609375,0.10398322265625382,63,66,102.0,43.931366,4 4,Piano,82
26112,1,102.4921875,44.139332445312505,26238,D,102.4921875,0.20796644531250763,126,35,102.0,43.931366,4 4,Piano,40
26240,0,102.74609375,44.24661672265625,26303,D,102.74609375,0.10398322265624671,63,62,102.5,44.1426335,4 4,Piano,44
26368,0,103.4921875,44.5618674453125,26494,D,103.4921875,0.20796644531250053,126,66,103.0,44.353901,4 4,Piano,51
26368,1,103.2265625,44.4496315859375,26426,D,103.2265625,0.09573058593750261,58,50,103.0,44.353901,4 4,Piano,61
26432,1,103.4765625,44.5552653359375,26490,D,103.4765625,0.0957305859374955,58,41,103.25,44.45953475,4 4,Piano,38
26496,1,103.74609375,44.66915172265625,26559,D,103.74609375,0.10398322265625382,63,42,103.5,44.5651685,4 4,Piano,46
26624,0,104.24609375,44.88041922265625,26687,D,104.24609375,0.10398322265624671,63,65,104.0,44.776436000000004,4 4,Piano,74
26624,1,104.4921875,44.9844024453125,26750,D,104.4921875,0.20796644531249342,126,35,104.0,44.776436000000004,4 4,Piano,41
26752,0,104.74609375,45.09168672265625,26815,D,104.74609375,0.10398322265624671,63,61,104.5,44.9877035,4 4,Piano,44
26880,0,105.4921875,45.4069374453125,27006,D,105.4921875,0.20796644531250053,126,65,105.0,45.198971,4 4,Piano,54
26880,1,105.2265625,45.2947015859375,26938,D,105.2265625,0.09573058593750261,58,49,105.0,45.198971,4 4,Piano,64
26944,1,105.4765625,45.4003353359375,27002,D,105.4765625,0.0957305859374955,58,41,105.25,45.30460475,4 4,Piano,40
27008,1,105.74609375,45.51422172265625,27071,D,105.74609375,0.10398322265625382,63,42,105.5,45.4102385,4 4,Piano,49
27136,0,106.24609375,45.72548922265625,27199,D,106.24609375,0.10398322265625382,63,64,106.0,45.621506,4 4,Piano,73
27136,1,106.4921875,45.829472445312504,27262,D,106.4921875,0.20796644531250763,126,35,106.0,45.621506,4 4,Piano,41
27264,0,106.74609375,45.936756722656256,27327,D,106.74609375,0.10398322265625382,63,60,106.5,45.8327735,4 4,Piano,42
27392,0,107.4921875,46.2520074453125,27518,D,107.4921875,0.20796644531250053,126,64,107.0,46.044041,4 4,Piano,52
27392,1,107.2265625,46.139771585937496,27450,D,107.2265625,0.0957305859374955,58,48,107.0,46.044041,4 4,Piano,63
27456,1,107.4765625,46.245405335937505,27514,D,107.4765625,0.09573058593750261,58,41,107.25,46.14967475,4 4,Piano,39
27520,1,107.74609375,46.35929172265625,27583,D,107.74609375,0.10398322265625382,63,42,107.5,46.2553085,4 4,Piano,47
27648,0,108.24609375,46.57055922265625,27711,D,108.24609375,0.10398322265624671,63,59,108.0,46.466576,4 4,Piano,47
27648,1,108.4921875,46.6745424453125,27774,D,108.4921875,0.20796644531249342,126,35,108.0,46.466576,4 4,Piano,41
27776,0,108.74609375,46.78182672265625,27839,D,108.74609375,0.10398322265624671,63,61,108.5,46.6778435,4 4,Piano,51
27904,0,109.24609375,46.993094222656254,27967,D,109.24609375,0.10398322265625382,63,62,109.0,46.889111,4 4,Piano,54
27904,1,109.2265625,46.9848415859375,27962,D,109.2265625,0.09573058593750261,58,50,109.0,46.889111,4 4,Piano,61
27968,1,109.4765625,47.0904753359375,28026,D,109.4765625,0.0957305859374955,58,41,109.25,46.99474475,4 4,Piano,39
28032,0,109.74609375,47.20436172265625,28095,D,109.74609375,0.10398322265624671,63,64,109.5,47.100378500000005,4 4,Piano,53
28032,1,109.74609375,47.20436172265625,28095,D,109.74609375,0.10398322265624671,63,42,109.5,47.100378500000005,4 4,Piano,50
28160,0,110.24609375,47.41562922265625,28223,D,110.24609375,0.10398322265625382,63,66,110.0,47.311645999999996,4 4,Piano,56
28160,1,110.4921875,47.519612445312504,28286,D,110.4921875,0.20796644531250763,126,35,110.0,47.311645999999996,4 4,Piano,39
28288,0,110.74609375,47.626896722656255,28351,D,110.74609375,0.10398322265625382,63,62,110.5,47.5229135,4 4,Piano,42
28416,0,111.24609375,47.838164222656246,28479,D,111.24609375,0.10398322265624671,63,66,111.0,47.734181,4 4,Piano,56
28416,1,111.2265625,47.8299115859375,28474,D,111.2265625,0.09573058593750261,58,50,111.0,47.734181,4 4,Piano,63
28480,1,111.4765625,47.935545335937505,28538,D,111.4765625,0.09573058593750261,58,41,111.25,47.83981475,4 4,Piano,40
28544,0,111.74609375,48.04943172265625,28607,D,111.74609375,0.10398322265625382,63,71,111.5,47.9454485,4 4,Piano,56
28544,1,111.74609375,48.04943172265625,28607,D,111.74609375,0.10398322265625382,63,42,111.5,47.9454485,4 4,Piano,48
28672,0,112.24609375,48.26069922265625,28735,D,112.24609375,0.10398322265624671,63,69,112.0,48.156716,4 4,Piano,50
28672,1,112.4921875,48.364682445312496,28798,D,112.4921875,0.20796644531249342,126,38,112.0,48.156716,4 4,Piano,46
28800,0,112.74609375,48.47196672265625,28863,D,112.74609375,0.10398322265624671,63,66,112.5,48.3679835,4 4,Piano,44
28928,0,113.24609375,48.68323422265625,28991,D,113.24609375,0.10398322265625382,63,62,113.0,48.579251,4 4,Piano,44
28928,1,113.2265625,48.6749815859375,28986,D,113.2265625,0.09573058593750261,58,54,113.0,48.579251,4 4,Piano,64
28992,1,113.4765625,48.7806153359375,29050,D,113.4765625,0.0957305859374955,58,44,113.25,48.68488475,4 4,Piano,39
29056,0,113.74609375,48.89450172265625,29119,D,113.74609375,0.10398322265624671,63,66,113.5,48.790518500000005,4 4,Piano,54
29056,1,113.74609375,48.89450172265625,29119,D,113.74609375,0.10398322265624671,63,45,113.5,48.790518500000005,4 4,Piano,50
29184,0,115.8046875,49.764329632812505,29646,D,115.8046875,0.762543632812509,462,69,114.0,49.001785999999996,4 4,Piano,53
29184,1,114.4921875,49.2097524453125,29310,D,114.4921875,0.20796644531250763,126,38,114.0,49.001785999999996,4 4,Piano,41
29440,1,115.2265625,49.5200515859375,29498,D,115.2265625,0.09573058593750261,58,54,115.0,49.424321,4 4,Piano,64
29504,1,115.4765625,49.625685335937504,29562,D,115.4765625,0.09573058593750261,58,44,115.25,49.52995475,4 4,Piano,38
29568,1,115.74609375,49.73957172265625,29631,D,115.74609375,0.10398322265625382,63,45,115.5,49.6355885,4 4,Piano,49
29696,0,116.24609375,49.95083922265625,29759,D,116.24609375,0.10398322265624671,63,71,116.0,49.846856,4 4,Piano,55
29696,1,116.4921875,50.054822445312496,29822,D,116.4921875,0.20796644531249342,126,35,116.0,49.846856,4 4,Piano,39
29824,0,116.74609375,50.16210672265625,29887,D,116.74609375,0.10398322265624671,63,73,116.5,50.0581235,4 4,Piano,51
29952,0,117.24609375,50.37337422265625,30015,D,117.24609375,0.10398322265625382,63,74,117.0,50.269391,4 4,Piano,55
29952,1,117.2265625,50.3651215859375,30010,D,117.2265625,0.09573058593750261,58,50,117.0,50.269391,4 4,Piano,63
30016,1,117.4765625,50.4707553359375,30074,D,117.4765625,0.0957305859374955,58,41,117.25,50.37502475,4 4,Piano,39
30080,0,117.74609375,50.58464172265625,30143,D,117.74609375,0.10398322265624671,63,76,117.5,50.480658500000004,4 4,Piano,50
30080,1,117.74609375,50.58464172265625,30143,D,117.74609375,0.10398322265624671,63,42,117.5,50.480658500000004,4 4,Piano,46
30208,0,118.24609375,50.79590922265625,30271,D,118.24609375,0.10398322265624671,63,78,118.0,50.691926,4 4,Piano,80
30208,1,118.4921875,50.8998924453125,30334,D,118.4921875,0.20796644531250053,126,35,118.0,50.691926,4 4,Piano,39
30336,0,118.74609375,51.007176722656254,30399,D,118.74609375,0.10398322265625382,63,74,118.5,50.9031935,4 4,Piano,43
30464,0,119.4921875,51.3224274453125,30590,D,119.4921875,0.20796644531249342,126,78,119.0,51.114461000000006,4 4,Piano,51
30464,1,119.2265625,51.2101915859375,30522,D,119.2265625,0.0957305859374955,58,50,119.0,51.114461000000006,4 4,Piano,60
30528,1,119.4765625,51.315825335937504,30586,D,119.4765625,0.09573058593750261,58,41,119.25,51.22009475,4 4,Piano,39
30592,1,119.74609375,51.42971172265625,30655,D,119.74609375,0.10398322265625382,63,42,119.5,51.3257285,4 4,Piano,49
30720,0,120.24609375,51.640979222656256,30783,D,120.24609375,0.10398322265625382,63,77,120.0,51.536996,4 4,Piano,74
30720,1,120.4921875,51.744962445312495,30846,D,120.4921875,0.20796644531249342,126,35,120.0,51.536996,4 4,Piano,42
30848,0,120.74609375,51.85224672265625,30911,D,120.74609375,0.10398322265624671,63,73,120.5,51.7482635,4 4,Piano,43
30976,0,121.4921875,52.167497445312506,31102,D,121.4921875,0.20796644531250763,126,77,121.0,51.959531,4 4,Piano,51
30976,1,121.2265625,52.0552615859375,31034,D,121.2265625,0.09573058593750261,58,49,121.0,51.959531,4 4,Piano,63
31040,1,121.4765625,52.1608953359375,31098,D,121.4765625,0.0957305859374955,58,41,121.25,52.06516475,4 4,Piano,41
31104,1,121.74609375,52.27478172265625,31167,D,121.74609375,0.10398322265624671,63,42,121.5,52.170798500000004,4 4,Piano,49
31232,0,122.24609375,52.48604922265625,31295,D,122.24609375,0.10398322265624671,63,76,122.0,52.382066,4 4,Piano,72
31232,1,122.4921875,52.5900324453125,31358,D,122.4921875,0.20796644531250053,126,35,122.0,52.382066,4 4,Piano,40
31360,0,122.74609375,52.697316722656254,31423,D,122.74609375,0.10398322265625382,63,72,122.5,52.5933335,4 4,Piano,41
31488,0,123.4921875,53.0125674453125,31614,D,123.4921875,0.20796644531249342,126,76,123.0,52.804601000000005,4 4,Piano,52
31488,1,123.2265625,52.9003315859375,31546,D,123.2265625,0.0957305859374955,58,48,123.0,52.804601000000005,4 4,Piano,62
31552,1,123.4765625,53.0059653359375,31610,D,123.4765625,0.09573058593750261,58,41,123.25,52.91023475,4 4,Piano,41
31616,1,123.74609375,53.11985172265625,31679,D,123.74609375,0.10398322265625382,63,42,123.5,53.015868499999996,4 4,Piano,50
31744,0,124.24609375,53.331119222656255,31807,D,124.24609375,0.10398322265625382,63,71,124.0,53.227136,4 4,Piano,47
31744,1,124.4921875,53.4351024453125,31870,D,124.4921875,0.20796644531250053,126,35,124.0,53.227136,4 4,Piano,42
31872,0,124.74609375,53.542386722656246,31935,D,124.74609375,0.10398322265624671,63,73,124.5,53.4384035,4 4,Piano,50
32000,0,125.24609375,53.75365422265625,32063,D,125.24609375,0.10398322265625382,63,74,125.0,53.649671,4 4,Piano,52
32000,1,125.2265625,53.7454015859375,32058,D,125.2265625,0.09573058593750261,58,50,125.0,53.649671,4 4,Piano,64
32064,1,125.4765625,53.851035335937496,32122,D,125.4765625,0.0957305859374955,58,41,125.25,53.75530475,4 4,Piano,38
32128,0,125.74609375,53.96492172265625,32191,D,125.74609375,0.10398322265624671,63,76,125.5,53.8609385,4 4,Piano,50
32128,1,125.74609375,53.96492172265625,32191,D,125.74609375,0.10398322265624671,63,42,125.5,53.8609385,4 4,Piano,48
32256,0,126.24609375,54.17618922265625,32319,D,126.24609375,0.10398322265624671,63,78,126.0,54.072206,4 4,Piano,54
32256,1,126.4921875,54.2801724453125,32382,D,126.4921875,0.20796644531250053,126,35,126.0,54.072206,4 4,Piano,40
32384,0,126.74609375,54.38745672265625,32447,D,126.74609375,0.10398322265625382,63,74,126.5,54.2834735,4 4,Piano,42
32512,0,127.24609375,54.59872422265625,32575,D,127.24609375,0.10398322265624671,63,78,127.0,54.494741000000005,4 4,Piano,56
32512,1,127.2265625,54.5904715859375,32570,D,127.2265625,0.0957305859374955,58,50,127.0,54.494741000000005,4 4,Piano,61
32576,1,127.4765625,54.6961053359375,32634,D,127.4765625,0.09573058593750261,58,41,127.25,54.60037475,4 4,Piano,38
32640,0,127.74609375,54.80999172265625,32703,D,127.74609375,0.10398322265625382,63,83,127.5,54.706008499999996,4 4,Piano,56
32640,1,127.74609375,54.80999172265625,32703,D,127.74609375,0.10398322265625382,63,42,127.5,54.706008499999996,4 4,Piano,47
32768,0,128.24609375,55.021259222656255,32831,D,128.24609375,0.10398322265625382,63,81,128.0,54.917276,4 4,Piano,48
32768,1,128.4921875,55.1252424453125,32894,D,128.4921875,0.20796644531250053,126,38,128.0,54.917276,4 4,Piano,46
32896,0,128.74609375,55.232526722656246,32959,D,128.74609375,0.10398322265624671,63,78,128.5,55.1285435,4 4,Piano,42
33024,0,129.24609375,55.44379422265625,33087,D,129.24609375,0.10398322265625382,63,74,129.0,55.339811,4 4,Piano,47
33024,1,129.2265625,55.4355415859375,33082,D,129.2265625,0.09573058593750261,58,54,129.0,55.339811,4 4,Piano,64
33088,1,129.4765625,55.541175335937496,33146,D,129.4765625,0.0957305859374955,58,44,129.25,55.44544475,4 4,Piano,37
33152,0,129.74609375,55.65506172265625,33215,D,129.74609375,0.10398322265624671,63,78,129.5,55.5510785,4 4,Piano,51
33152,1,129.74609375,55.65506172265625,33215,D,129.74609375,0.10398322265624671,63,45,129.5,55.5510785,4 4,Piano,50
33280,0,131.8046875,56.5248896328125,33742,D,131.8046875,0.7625436328125019,462,81,130.0,55.762346,4 4,Piano,52
33280,1,130.4921875,55.9703124453125,33406,D,130.4921875,0.20796644531250053,126,38,130.0,55.762346,4 4,Piano,37
33536,1,131.2265625,56.2806115859375,33594,D,131.2265625,0.0957305859374955,58,54,131.0,56.184881000000004,4 4,Piano,62
33600,1,131.4765625,56.3862453359375,33658,D,131.4765625,0.09573058593750261,58,44,131.25,56.29051475,4 4,Piano,38
33664,1,131.74609375,56.50013172265625,33727,D,131.74609375,0.10398322265625382,63,45,131.5,56.396148499999995,4 4,Piano,48
33792,0,132.24609375,56.711399222656254,33855,D,132.24609375,0.10398322265625382,63,66,132.0,56.607416,4 4,Piano,38
33792,1,132.4921875,56.8153824453125,33918,D,132.4921875,0.20796644531250053,126,42,132.0,56.607416,4 4,Piano,46
33920,0,132.74609375,56.922666722656245,33983,D,132.74609375,0.1039832226562396,63,68,132.5,56.818683500000006,4 4,Piano,49
34048,0,133.90234375,57.41122281640625,34279,D,133.90234375,0.3812718164062545,231,66,133.0,57.029951,4 4,Piano,45
34048,1,133.2265625,57.1256815859375,34106,D,133.2265625,0.09573058593750261,58,58,133.0,57.029951,4 4,Piano,62
34112,1,133.4765625,57.2313153359375,34170,D,133.4765625,0.09573058593750261,58,48,133.25,57.13558475,4 4,Piano,40
34176,0,133.74609375,57.34520172265625,34239,D,133.74609375,0.10398322265624671,63,71,133.5,57.2412185,4 4,Piano,49
34176,1,133.74609375,57.34520172265625,34239,D,133.74609375,0.10398322265624671,63,49,133.5,57.2412185,4 4,Piano,48
34304,0,134.24609375,57.55646922265625,34367,D,134.24609375,0.10398322265624671,63,73,134.0,57.452486,4 4,Piano,84
34304,1,134.4921875,57.6604524453125,34430,D,134.4921875,0.20796644531250053,126,42,134.0,57.452486,4 4,Piano,41
34432,0,134.74609375,57.76773672265625,34495,D,134.74609375,0.10398322265625382,63,70,134.5,57.6637535,4 4,Piano,46
34560,0,135.90234375,58.25629281640625,34791,D,135.90234375,0.3812718164062474,231,70,135.0,57.875021000000004,4 4,Piano,45
34560,1,135.2265625,57.9707515859375,34618,D,135.2265625,0.0957305859374955,58,58,135.0,57.875021000000004,4 4,Piano,64
34624,1,135.4765625,58.0763853359375,34682,D,135.4765625,0.09573058593750261,58,48,135.25,57.98065475,4 4,Piano,39
34688,1,135.74609375,58.19027172265625,34751,D,135.74609375,0.10398322265624671,63,49,135.5,58.0862885,4 4,Piano,50
34816,0,136.24609375,58.401539222656254,34879,D,136.24609375,0.10398322265625382,63,74,136.0,58.297556,4 4,Piano,82
34816,1,136.4921875,58.5055224453125,34942,D,136.4921875,0.20796644531250053,126,38,136.0,58.297556,4 4,Piano,38
34944,0,136.74609375,58.61280672265625,35007,D,136.74609375,0.10398322265624671,63,70,136.5,58.508823500000005,4 4,Piano,48
35072,0,137.90234375,59.10136281640625,35303,D,137.90234375,0.3812718164062545,231,70,137.0,58.720091,4 4,Piano,45
35072,1,137.2265625,58.8158215859375,35130,D,137.2265625,0.09573058593750261,58,58,137.0,58.720091,4 4,Piano,67
35136,1,137.4765625,58.9214553359375,35194,D,137.4765625,0.09573058593750261,58,49,137.25,58.82572475,4 4,Piano,43
35200,1,137.74609375,59.035341722656256,35263,D,137.74609375,0.10398322265625382,63,50,137.5,58.9313585,4 4,Piano,54
35328,0,138.24609375,59.24660922265625,35391,D,138.24609375,0.10398322265624671,63,73,138.0,59.142626,4 4,Piano,80
35328,1,138.4921875,59.3505924453125,35454,D,138.4921875,0.20796644531250053,126,42,138.0,59.142626,4 4,Piano,43
35456,0,138.74609375,59.45787672265625,35519,D,138.74609375,0.10398322265625382,63,70,138.5,59.3538935,4 4,Piano,51
35584,0,139.90234375,59.94643281640625,35815,D,139.90234375,0.3812718164062474,231,70,139.0,59.565161,4 4,Piano,47
35584,1,139.2265625,59.6608915859375,35642,D,139.2265625,0.0957305859374955,58,58,139.0,59.565161,4 4,Piano,72
35648,1,139.4765625,59.7665253359375,35706,D,139.4765625,0.09573058593750261,58,48,139.25,59.67079475,4 4,Piano,43
35712,1,139.74609375,59.88041172265625,35775,D,139.74609375,0.10398322265624671,63,49,139.5,59.7764285,4 4,Piano,54
35840,0,140.24609375,60.09167922265625,35903,D,140.24609375,0.10398322265625382,63,66,140.0,59.987696,4 4,Piano,48
35840,1,140.4921875,60.1956624453125,35966,D,140.4921875,0.20796644531250053,126,42,140.0,59.987696,4 4,Piano,50
35968,0,140.74609375,60.30294672265625,36031,D,140.74609375,0.10398322265624671,63,68,140.5,60.198963500000005,4 4,Piano,55
36096,0,141.90234375,60.79150281640625,36327,D,141.90234375,0.3812718164062545,231,66,141.0,60.410230999999996,4 4,Piano,49
36096,1,141.2265625,60.5059615859375,36154,D,141.2265625,0.09573058593750261,58,58,141.0,60.410230999999996,4 4,Piano,73
36160,1,141.4765625,60.6115953359375,36218,D,141.4765625,0.0957305859374955,58,48,141.25,60.515864750000006,4 4,Piano,44
36224,0,141.74609375,60.725481722656255,36287,D,141.74609375,0.10398322265625382,63,71,141.5,60.6214985,4 4,Piano,58
36224,1,141.74609375,60.725481722656255,36287,D,141.74609375,0.10398322265625382,63,49,141.5,60.6214985,4 4,Piano,58
36352,0,142.24609375,60.936749222656246,36415,D,142.24609375,0.10398322265624671,63,73,142.0,60.832766,4 4,Piano,91
36352,1,142.4921875,61.0407324453125,36478,D,142.4921875,0.20796644531250053,126,42,142.0,60.832766,4 4,Piano,44
36480,0,142.74609375,61.14801672265625,36543,D,142.74609375,0.10398322265625382,63,70,142.5,61.0440335,4 4,Piano,53
36608,0,143.90234375,61.63657281640625,36839,D,143.90234375,0.3812718164062474,231,70,143.0,61.255301,4 4,Piano,53
36608,1,143.2265625,61.351031585937505,36666,D,143.2265625,0.09573058593750261,58,58,143.0,61.255301,4 4,Piano,75
36672,1,143.4765625,61.4566653359375,36730,D,143.4765625,0.09573058593750261,58,48,143.25,61.36093475,4 4,Piano,46
36736,1,143.74609375,61.57055172265625,36799,D,143.74609375,0.10398322265624671,63,49,143.5,61.4665685,4 4,Piano,57
36864,0,144.24609375,61.78181922265625,36927,D,144.24609375,0.10398322265625382,63,74,144.0,61.677836,4 4,Piano,89
36864,1,144.4921875,61.8858024453125,36990,D,144.4921875,0.20796644531250053,126,38,144.0,61.677836,4 4,Piano,46
36992,0,144.74609375,61.99308672265625,37055,D,144.74609375,0.10398322265625382,63,70,144.5,61.8891035,4 4,Piano,51
37120,0,145.90234375,62.48164281640625,37351,D,145.90234375,0.3812718164062474,231,70,145.0,62.100371,4 4,Piano,52
37120,1,145.2265625,62.1961015859375,37178,D,145.2265625,0.0957305859374955,58,58,145.0,62.100371,4 4,Piano,75
37184,1,145.4765625,62.3017353359375,37242,D,145.4765625,0.09573058593750261,58,49,145.25,62.20600475,4 4,Piano,47
37248,1,145.74609375,62.41562172265625,37311,D,145.74609375,0.10398322265624671,63,50,145.5,62.3116385,4 4,Piano,60
37376,0,146.98046875,62.93718836328125,37627,D,146.98046875,0.41428236328125223,251,73,146.0,62.522906,4 4,Piano,86
37376,1,146.4921875,62.7308724453125,37502,D,146.4921875,0.20796644531250053,126,42,146.0,62.522906,4 4,Piano,49
37632,0,147.90234375,63.32671281640625,37863,D,147.90234375,0.3812718164062474,231,70,147.0,62.945441,4 4,Piano,55
37632,1,147.2265625,63.0411715859375,37690,D,147.2265625,0.0957305859374955,58,58,147.0,62.945441,4 4,Piano,79
37696,1,147.4765625,63.1468053359375,37754,D,147.4765625,0.09573058593750261,58,48,147.25,63.05107475,4 4,Piano,47
37760,1,147.74609375,63.26069172265625,37823,D,147.74609375,0.10398322265624671,63,49,147.5,63.1567085,4 4,Piano,62
37888,0,148.24609375,63.47195922265625,37951,D,148.24609375,0.10398322265625382,63,78,148.0,63.367976,4 4,Piano,73
37888,1,148.4921875,63.5759424453125,38014,D,148.4921875,0.20796644531250053,126,42,148.0,63.367976,4 4,Piano,52
38016,0,148.74609375,63.68322672265625,38079,D,148.74609375,0.10398322265624671,63,80,148.5,63.579243500000004,4 4,Piano,66
38144,0,149.4921875,63.9984774453125,38270,D,149.4921875,0.20796644531250053,126,78,149.0,63.790511,4 4,Piano,55
38144,1,149.2265625,63.8862415859375,38202,D,149.2265625,0.0957305859374955,58,58,149.0,63.790511,4 4,Piano,82
38208,1,149.4765625,63.9918753359375,38266,D,149.4765625,0.09573058593750261,58,48,149.25,63.89614475,4 4,Piano,52
38272,0,149.74609375,64.10576172265624,38335,D,149.74609375,0.1039832226562396,63,83,149.5,64.0017785,4 4,Piano,65
38272,1,149.74609375,64.10576172265624,38335,D,149.74609375,0.1039832226562396,63,49,149.5,64.0017785,4 4,Piano,63
38400,0,150.24609375,64.31702922265626,38463,D,150.24609375,0.10398322265626803,63,85,150.0,64.21304599999999,4 4,Piano,99
38400,1,150.4921875,64.4210124453125,38526,D,150.4921875,0.20796644531250763,126,42,150.0,64.21304599999999,4 4,Piano,54
38528,0,150.74609375,64.52829672265625,38591,D,150.74609375,0.1039832226562396,63,82,150.5,64.42431350000001,4 4,Piano,57
38656,0,151.4921875,64.84354744531251,38782,D,151.4921875,0.20796644531250763,126,82,151.0,64.635581,4 4,Piano,57
38656,1,151.2265625,64.7313115859375,38714,D,151.2265625,0.09573058593750261,58,58,151.0,64.635581,4 4,Piano,82
38720,1,151.4765625,64.8369453359375,38778,D,151.4765625,0.09573058593750261,58,48,151.25,64.74121475,4 4,Piano,53
38784,1,151.74609375,64.95083172265626,38847,D,151.74609375,0.10398322265626803,63,49,151.5,64.8468485,4 4,Piano,64
38912,0,152.24609375,65.16209922265625,38975,D,152.24609375,0.10398322265625382,63,86,152.0,65.058116,4 4,Piano,98
38912,1,152.4921875,65.26608244531249,39038,D,152.4921875,0.20796644531249342,126,38,152.0,65.058116,4 4,Piano,51
